""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"230830_at"	0.488	0.271	-1.11093337	-5.9658963	-0.0584	"230830_at"	"SLC51B"	"ENSG00000186198"	"gene"	"protein_coding"	"SLC51B"	"GPL570"
"243248_at"	0.488	0.271	1.11136471	-5.965428	0.0764	"243248_at"	"AC022733.1"	"ENSG00000254143|ENST00000520487"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC022733.1|AC022733.1-201"	"GPL570"
"216842_x_at"	0.489	0.272	-1.108226	-5.9688313	-0.0469	"216842_x_at"	"AC010086.3"	"ENSG00000288057|ENST00000660183"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC010086.3|AC010086.3-201"	"GPL570"
"208329_at"	0.489	0.272	-1.10908911	-5.9678963	-0.0425	"208329_at"	"PBOV1"	"ENSG00000254440"	"gene"	"protein_coding"	"PBOV1"	"GPL570"
"1553394_a_at"	0.489	0.272	-1.10881966	-5.9681883	-0.0403	"1553394_a_at"	"TFAP2B"	"ENSG00000008196"	"gene"	"protein_coding"	"TFAP2B"	"GPL570"
"203458_at"	0.489	0.272	-1.10714665	-5.9699995	-0.0467	"203458_at"	"SPR"	"ENSG00000116096"	"gene"	"protein_coding"	"SPR"	"GPL570"
"227292_at"	0.489	0.272	1.10863295	-5.9683905	0.069	"227292_at"	"SPINDOC"	"ENSG00000168005"	"gene"	"protein_coding"	"SPINDOC"	"GPL570"
"1555809_at"	0.489	0.272	-1.10802596	-5.9690478	-0.0686	"1555809_at"	"CRISPLD2"	"ENSG00000103196|ENST00000566431|ENST00000569262"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|retained_intron"	"CRISPLD2|CRISPLD2-207|CRISPLD2-211"	"GPL570"
"205569_at"	0.489	0.272	1.10739286	-5.9697331	0.259	"205569_at"	"LAMP3"	"ENSG00000078081"	"gene"	"protein_coding"	"LAMP3"	"GPL570"
"232639_at"	0.489	0.272	1.10828703	-5.9687652	0.0771	"232639_at"	"EFCAB12"	"ENSG00000172771|ENST00000514900|ENST00000503498"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"EFCAB12|EFCAB12-205|EFCAB12-202"	"GPL570"
"217940_s_at"	0.489	0.272	-1.10895372	-5.968043	-0.0542	"217940_s_at"	"NAXD"	"ENSG00000213995|ENST00000470164"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"NAXD|NAXD-203"	"GPL570"
"219992_at"	0.489	0.272	-1.10807181	-5.9689982	-0.0677	"219992_at"	"TAC3"	"ENSG00000166863"	"gene"	"protein_coding"	"TAC3"	"GPL570"
"211219_s_at"	0.489	0.272	-1.10867729	-5.9683425	-0.0582	"211219_s_at"	"LHX2"	"ENSG00000106689"	"gene"	"protein_coding"	"LHX2"	"GPL570"
"216441_at"	0.489	0.272	-1.1078737	-5.9692127	-0.039	"216441_at"	"AC004623.1"	"ENSG00000279488"	"gene"	"TEC"	"AC004623.1"	"GPL570"
"219034_at"	0.489	0.272	-1.10768529	-5.9694166	-0.0537	"219034_at"	"PARP16"	"ENSG00000138617"	"gene"	"protein_coding"	"PARP16"	"GPL570"
"228458_at"	0.489	0.272	1.10782231	-5.9692683	0.0553	"228458_at"	"C6orf226"	"ENSG00000221821"	"gene"	"protein_coding"	"C6orf226"	"GPL570"
"1563834_a_at"	0.489	0.272	1.10754435	-5.9695692	0.0329	"1563834_a_at"	"AKNAD1"	"ENST00000603450|ENSG00000162641"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"AKNAD1-210|AKNAD1"	"GPL570"
"224267_x_at"	0.489	0.272	-1.10709117	-5.9700595	-0.0729	"224267_x_at"	"ZAN"	"ENSG00000146839|ENST00000620868"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ZAN|ZAN-208"	"GPL570"
"204582_s_at"	0.489	0.272	-1.10717349	-5.9699704	-0.0542	"204582_s_at"	"KLK3"	"ENSG00000142515|ENST00000601349|ENST00000596333"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"KLK3|KLK3-213|KLK3-209"	"GPL570"
"1562914_a_at"	0.489	0.272	1.10736407	-5.9697642	0.0587	"1562914_a_at"	"LINC00905"	"ENSG00000167459|ENST00000664035|ENST00000656142|ENST00000658675|ENST00000665134|ENST00000671363|ENST00000662052|ENST00000658008|ENST00000658373|ENST00000654208|ENST00000588117|ENST00000654929|ENST00000588838"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00905|LINC00905-229|LINC00905-214|LINC00905-218|LINC00905-231|LINC00905-238|LINC00905-223|LINC00905-216|LINC00905-217|LINC00905-210|LINC00905-202|LINC00905-212|LINC00905-203"	"GPL570"
"220972_s_at"	0.49	0.273	1.10637175	-5.9708375	0.0449	"220972_s_at"	"KRTAP9"	"ENSG00000198083"	"gene"	"protein_coding"	"KRTAP9-9"	"GPL570"
"219105_x_at"	0.49	0.273	-1.10506398	-5.9722504	-0.0517	"219105_x_at"	"ORC6"	"ENST00000567000|ENSG00000091651"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ORC6-205|ORC6"	"GPL570"
"204235_s_at"	0.49	0.273	1.1059364	-5.971308	0.0543	"204235_s_at"	"GULP1"	"ENSG00000144366"	"gene"	"protein_coding"	"GULP1"	"GPL570"
"218821_at"	0.49	0.273	-1.10604776	-5.9711877	-0.062	"218821_at"	"NPEPL1"	"ENST00000527081|ENSG00000215440|ENST00000529976|ENST00000527587"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron"	"NPEPL1-205|NPEPL1|NPEPL1-207|NPEPL1-206"	"GPL570"
"1560162_at"	0.49	0.273	1.1058117	-5.9714428	0.0651	"1560162_at"	"AL162458.1"	"ENSG00000285796|ENST00000647856"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL162458.1|AL162458.1-201"	"GPL570"
"239241_at"	0.49	0.273	-1.10566848	-5.9715975	-0.0585	"239241_at"	"AP001830.1"	"ENSG00000255337|ENST00000528717"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AP001830.1|AP001830.1-201"	"GPL570"
"205786_s_at"	0.49	0.273	-1.10497505	-5.9723465	-0.0911	"205786_s_at"	"ITGAM"	"ENSG00000169896"	"gene"	"protein_coding"	"ITGAM"	"GPL570"
"237802_at"	0.49	0.273	-1.10587388	-5.9713756	-0.0572	"237802_at"	"XKR4"	"ENSG00000206579"	"gene"	"protein_coding"	"XKR4"	"GPL570"
"202518_at"	0.49	0.273	1.10638743	-5.9708205	0.0439	"202518_at"	"BCL7B"	"ENST00000486818|ENST00000493671|ENSG00000106635|ENST00000482231"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|retained_intron|protein_coding|processed_transcript"	"BCL7B-211|BCL7B-213|BCL7B|BCL7B-210"	"GPL570"
"206645_s_at"	0.49	0.273	1.10553139	-5.9717456	0.0562	"206645_s_at"	"NR0B1"	"ENSG00000169297"	"gene"	"protein_coding"	"NR0B1"	"GPL570"
"1558400_x_at"	0.49	0.273	-1.1068093	-5.9703643	-0.0599	"1558400_x_at"	"ANKRD24"	"ENSG00000089847"	"gene"	"protein_coding"	"ANKRD24"	"GPL570"
"1564212_at"	0.49	0.273	1.10584915	-5.9714023	0.0446	"1564212_at"	"AC092656.1"	"ENST00000503243"	"lnc_RNA"	"processed_transcript"	"AC092656.1-201"	"GPL570"
"239245_at"	0.49	0.273	1.10622226	-5.9709991	0.103	"239245_at"	"NUTM2A"	"ENST00000660454|ENSG00000223482|ENST00000659257|ENST00000671543|ENST00000451940|ENST00000663644|ENST00000664664|ENST00000446751|ENST00000456104|ENST00000433530|ENST00000447424|ENST00000433920|ENST00000666515|ENST00000663113|ENST00000667520|ENST00000654503|ENST00000653238|ENST00000413722|ENST00000655272|ENST00000653080|ENST00000668676"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"NUTM2A-AS1-219|NUTM2A-AS1|NUTM2A-AS1-218|NUTM2A-AS1-234|NUTM2A-AS1-210|NUTM2A-AS1-224|NUTM2A-AS1-226|NUTM2A-AS1-208|NUTM2A-AS1-211|NUTM2A-AS1-206|NUTM2A-AS1-209|NUTM2A-AS1-207|NUTM2A-AS1-228|NUTM2A-AS1-223|NUTM2A-AS1-230|NUTM2A-AS1-215|NUTM2A-AS1-214|NUTM2A-AS1-202|NUTM2A-AS1-216|NUTM2A-AS1-213|NUTM2A-AS1-233"	"GPL570"
"217897_at"	0.491	0.274	1.10366531	-5.9737599	0.0712	"217897_at"	"FXYD6"	"ENSG00000137726|ENSG00000255245"	"gene|gene"	"protein_coding|protein_coding"	"FXYD6|FXYD6-FXYD2"	"GPL570"
"201631_s_at"	0.491	0.274	1.10259046	-5.9749186	0.0977	"201631_s_at"	"IER3"	"ENSG00000137331"	"gene"	"protein_coding"	"IER3"	"GPL570"
"1566665_at"	0.491	0.274	1.10446981	-5.9728919	0.0693	"1566665_at"	"CCDC168"	"ENSG00000175820"	"gene"	"protein_coding"	"CCDC168"	"GPL570"
"223431_at"	0.491	0.274	-1.10336492	-5.9740838	-0.0677	"223431_at"	"BLOC1S4"	"ENSG00000186222"	"gene"	"protein_coding"	"BLOC1S4"	"GPL570"
"238136_at"	0.491	0.274	-1.10391899	-5.9734862	-0.0726	"238136_at"	"SHISA7"	"ENSG00000187902"	"gene"	"protein_coding"	"SHISA7"	"GPL570"
"227648_at"	0.491	0.274	-1.1046307	-5.9727182	-0.0927	"227648_at"	"SMDT1"	"ENSG00000183172"	"gene"	"protein_coding"	"SMDT1"	"GPL570"
"1553344_at"	0.491	0.274	-1.10441636	-5.9729496	-0.0323	"1553344_at"	"PCDH15"	"ENST00000463095|ENSG00000150275"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"PCDH15-218|PCDH15"	"GPL570"
"207534_at"	0.491	0.274	-1.10330638	-5.9741469	-0.0509	"207534_at"	"MAGEB1"	"ENSG00000214107"	"gene"	"protein_coding"	"MAGEB1"	"GPL570"
"203625_x_at"	0.491	0.274	1.10379112	-5.9736242	0.0631	"203625_x_at"	"SKP2"	"ENSG00000145604|ENST00000678149|ENST00000677905"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"SKP2|SKP2-218|SKP2-214"	"GPL570"
"229691_at"	0.491	0.274	-1.10411938	-5.97327	-0.0874	"229691_at"	"ZBTB42"	"ENSG00000179627"	"gene"	"protein_coding"	"ZBTB42"	"GPL570"
"1561605_at"	0.491	0.274	-1.10315987	-5.9743049	-0.0431	"1561605_at"	"AL133319.1"	"ENSG00000236378|ENST00000447848"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL133319.1|AL133319.1-201"	"GPL570"
"206259_at"	0.491	0.274	1.10458526	-5.9727673	0.0752	"206259_at"	"PROC"	"ENSG00000115718"	"gene"	"protein_coding"	"PROC"	"GPL570"
"205167_s_at"	0.491	0.274	1.10321973	-5.9742403	0.0533	"205167_s_at"	"CDC25C"	"ENSG00000158402"	"gene"	"protein_coding"	"CDC25C"	"GPL570"
"229924_s_at"	0.491	0.274	1.10316618	-5.9742981	0.0587	"229924_s_at"	"AL050403.2"	"ENSG00000270792|ENST00000667822|ENST00000605292"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AL050403.2|AL050403.2-205|AL050403.2-201"	"GPL570"
"201749_at"	0.491	0.274	1.10386986	-5.9735392	0.0709	"201749_at"	"ECE1"	"ENSG00000117298"	"gene"	"protein_coding"	"ECE1"	"GPL570"
"232360_at"	0.491	0.274	1.10447356	-5.9728878	0.045	"232360_at"	"EHF"	"ENSG00000135373"	"gene"	"protein_coding"	"EHF"	"GPL570"
"217398_x_at"	0.491	0.274	-1.10348039	-5.9739593	-0.0407	"217398_x_at"	"GAPDH"	"ENSG00000111640|ENST00000466525"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GAPDH|GAPDH-206"	"GPL570"
"203890_s_at"	0.491	0.274	-1.10296764	-5.9745121	-0.07	"203890_s_at"	"DAPK3"	"ENST00000595279|ENSG00000167657"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"DAPK3-205|DAPK3"	"GPL570"
"220506_at"	0.491	0.274	-1.10458165	-5.9727712	-0.0468	"220506_at"	"GUCY1B2"	"ENST00000493639|ENST00000533288"	"lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript"	"GUCY1B2-203|GUCY1B2-206"	"GPL570"
"1553605_a_at"	0.491	0.274	1.10428626	-5.97309	0.067	"1553605_a_at"	"ABCA13"	"ENSG00000179869"	"gene"	"protein_coding"	"ABCA13"	"GPL570"
"1556980_at"	0.492	0.275	-1.10089809	-5.9767408	-0.054	"1556980_at"	"LRRC8C"	"ENSG00000231999|ENST00000443562|ENST00000666228|ENST00000655657"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"LRRC8C-DT|LRRC8C-DT-202|LRRC8C-DT-210|LRRC8C-DT-205"	"GPL570"
"209747_at"	0.492	0.275	1.10222273	-5.9753148	0.0491	"209747_at"	"TGFB3"	"ENST00000554980|ENSG00000119699"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TGFB3-202|TGFB3"	"GPL570"
"206670_s_at"	0.492	0.275	-1.10181184	-5.9757573	-0.0741	"206670_s_at"	"GAD1"	"ENSG00000128683|ENST00000429023"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GAD1|GAD1-205"	"GPL570"
"233214_at"	0.492	0.275	-1.10038786	-5.9772896	-0.0811	"233214_at"	"KLHL23"	"ENSG00000213160"	"gene"	"protein_coding"	"KLHL23"	"GPL570"
"232531_at"	0.492	0.275	-1.1008841	-5.9767559	-0.0801	"232531_at"	"EMX2OS"	"ENSG00000229847|ENST00000450314|ENST00000424371|ENST00000440007|ENST00000551288"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"EMX2OS|EMX2OS-205|EMX2OS-203|EMX2OS-204|EMX2OS-206"	"GPL570"
"240479_at"	0.493	0.275	1.10008418	-5.9776162	0.0644	"240479_at"	"HS3ST5"	"ENSG00000249853"	"gene"	"protein_coding"	"HS3ST5"	"GPL570"
"224622_at"	0.492	0.275	-1.10111596	-5.9765064	-0.0764	"224622_at"	"TBC1D14"	"ENSG00000132405"	"gene"	"protein_coding"	"TBC1D14"	"GPL570"
"226707_at"	0.492	0.275	-1.10069934	-5.9769546	-0.0967	"226707_at"	"NAPRT"	"ENSG00000147813|ENST00000529179|ENST00000498076|ENST00000464332"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"NAPRT|NAPRT-213|NAPRT-211|NAPRT-207"	"GPL570"
"234394_at"	0.492	0.275	-1.10021449	-5.9774761	-0.0581	"234394_at"	"ZNF124"	"ENSG00000196418"	"gene"	"protein_coding"	"ZNF124"	"GPL570"
"241167_at"	0.492	0.275	-1.10065618	-5.977001	-0.0601	"241167_at"	"AC006254.1"	"ENST00000473904|ENST00000513520|ENSG00000243696"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|processed_transcript|protein_coding"	"AC006254.1-202|AC006254.1-203|AC006254.1"	"GPL570"
"205915_x_at"	0.492	0.275	-1.10234257	-5.9751857	-0.0655	"205915_x_at"	"GRIN1"	"ENSG00000176884|ENST00000473811"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GRIN1|GRIN1-212"	"GPL570"
"218686_s_at"	0.493	0.276	-1.09984128	-5.9778773	-0.0684	"218686_s_at"	"RHBDF1"	"ENSG00000007384"	"gene"	"protein_coding"	"RHBDF1"	"GPL570"
"227313_at"	0.493	0.276	-1.09986039	-5.9778568	-0.045	"227313_at"	"CNPY4"	"ENSG00000166997"	"gene"	"protein_coding"	"CNPY4"	"GPL570"
"1561075_at"	0.493	0.276	-1.09894567	-5.9788397	-0.059	"1561075_at"	"AL353704.1"	"ENSG00000285856|ENST00000650324"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL353704.1|AL353704.1-201"	"GPL570"
"241941_at"	0.493	0.276	1.09990042	-5.9778138	0.0675	"241941_at"	"ACSBG2"	"ENST00000591741|ENSG00000130377"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"ACSBG2-212|ACSBG2"	"GPL570"
"231054_at"	0.493	0.276	1.09948174	-5.9782638	0.0588	"231054_at"	"SPACA4"	"ENSG00000177202"	"gene"	"protein_coding"	"SPACA4"	"GPL570"
"224724_at"	0.493	0.276	1.09847403	-5.9793462	0.11	"224724_at"	"SULF2"	"ENST00000479970|ENSG00000196562"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"SULF2-210|SULF2"	"GPL570"
"236106_at"	0.493	0.276	-1.09835367	-5.9794754	-0.0777	"236106_at"	"C17orf67"	"ENSG00000214226|ENST00000487705"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"C17orf67|C17orf67-202"	"GPL570"
"230115_at"	0.493	0.276	1.09914162	-5.9786292	0.0552	"230115_at"	"LINC02716"	"ENSG00000205106|ENST00000378779"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02716|LINC02716-201"	"GPL570"
"224468_s_at"	0.493	0.276	-1.09980233	-5.9779192	-0.0609	"224468_s_at"	"C19orf48"	"ENST00000598463|ENST00000641834"	"lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript"	"C19orf48-208|C19orf48-214"	"GPL570"
"243684_at"	0.494	0.276	-1.09777911	-5.980092	-0.0676	"243684_at"	"FAT3"	"ENSG00000165323"	"gene"	"protein_coding"	"FAT3"	"GPL570"
"233843_at"	0.493	0.276	-1.0982349	-5.9796029	-0.0814	"233843_at"	"ZBTB12"	"ENSG00000204366"	"gene"	"protein_coding"	"ZBTB12"	"GPL570"
"205283_at"	0.493	0.276	1.09998605	-5.9777217	0.0802	"205283_at"	"FKTN"	"ENSG00000106692"	"gene"	"protein_coding"	"FKTN"	"GPL570"
"240143_at"	0.493	0.276	1.09983174	-5.9778876	0.0605	"240143_at"	"ADAM23"	"ENSG00000114948"	"gene"	"protein_coding"	"ADAM23"	"GPL570"
"223901_at"	0.493	0.276	1.09838974	-5.9794367	0.059	"223901_at"	"AC010624.2"	"ENSG00000267890|ENST00000600998"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC010624.2|AC010624.2-201"	"GPL570"
"205440_s_at"	0.494	0.277	1.09706769	-5.9808551	0.051	"205440_s_at"	"NPY1R"	"ENSG00000164128"	"gene"	"protein_coding"	"NPY1R"	"GPL570"
"220545_s_at"	0.494	0.277	-1.09691	-5.9810242	-0.0754	"220545_s_at"	"TSKS"	"ENST00000599325|ENSG00000126467"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TSKS-203|TSKS"	"GPL570"
"1570234_at"	0.494	0.277	-1.09695923	-5.9809714	-0.0457	"1570234_at"	"LINC01467"	"ENSG00000258977|ENST00000554211|ENST00000653859|ENST00000670489"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"LINC01467|LINC01467-201|LINC01467-202|LINC01467-203"	"GPL570"
"227411_at"	0.494	0.277	-1.09733252	-5.9805711	-0.0651	"227411_at"	"WTIP"	"ENSG00000142279"	"gene"	"protein_coding"	"WTIP"	"GPL570"
"203842_s_at"	0.494	0.277	-1.09774708	-5.9801264	-0.0679	"203842_s_at"	"MAPRE3"	"ENSG00000084764"	"gene"	"protein_coding"	"MAPRE3"	"GPL570"
"232935_at"	0.494	0.277	-1.09627905	-5.9817005	-0.0496	"232935_at"	"LHFPL6"	"ENSG00000183722"	"gene"	"protein_coding"	"LHFPL6"	"GPL570"
"231068_at"	0.494	0.277	-1.09644194	-5.981526	-0.065	"231068_at"	"SLC47A2"	"ENSG00000180638|ENST00000467609|ENST00000463318"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|processed_transcript"	"SLC47A2|SLC47A2-207|SLC47A2-205"	"GPL570"
"1570572_at"	0.495	0.277	-1.09552514	-5.9825081	-0.0413	"1570572_at"	"AC022364.1"	"ENST00000617468|ENSG00000247934|ENST00000473753"	"lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC022364.1-202|AC022364.1|AC022364.1-201"	"GPL570"
"240829_at"	0.494	0.277	-1.0966435	-5.9813099	-0.0864	"240829_at"	"PEX3"	"ENSG00000034693"	"gene"	"protein_coding"	"PEX3"	"GPL570"
"213622_at"	0.494	0.277	-1.0976637	-5.9802159	-0.0672	"213622_at"	"COL9A2"	"ENSG00000049089"	"gene"	"protein_coding"	"COL9A2"	"GPL570"
"229160_at"	0.494	0.277	-1.09592936	-5.9820752	-0.0423	"229160_at"	"PWWP3B"	"ENSG00000157502"	"gene"	"protein_coding"	"PWWP3B"	"GPL570"
"221911_at"	0.495	0.278	1.09484962	-5.9832313	0.0485	"221911_at"	"ETV1"	"ENSG00000006468"	"gene"	"protein_coding"	"ETV1"	"GPL570"
"230335_at"	0.495	0.278	-1.09502181	-5.983047	-0.0668	"230335_at"	"C9orf50"	"ENSG00000179058|ENST00000651030"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"C9orf50|C9orf50-203"	"GPL570"
"219110_at"	0.495	0.278	-1.0944991	-5.9836064	-0.0658	"219110_at"	"GAR1"	"ENSG00000109534"	"gene"	"protein_coding"	"GAR1"	"GPL570"
"222673_x_at"	0.496	0.278	1.09373693	-5.9844216	0.095	"222673_x_at"	"FAM122B"	"ENSG00000156504"	"gene"	"protein_coding"	"FAM122B"	"GPL570"
"219890_at"	0.495	0.278	1.09404122	-5.9840962	0.164	"219890_at"	"CLEC5A"	"ENSG00000258227"	"gene"	"protein_coding"	"CLEC5A"	"GPL570"
"227443_at"	0.495	0.278	-1.09501284	-5.9830566	-0.06	"227443_at"	"LURAP1L"	"ENSG00000153714"	"gene"	"protein_coding"	"LURAP1L"	"GPL570"
"231084_at"	0.495	0.278	-1.09470135	-5.98339	-0.0559	"231084_at"	"CFAP43"	"ENSG00000197748"	"gene"	"protein_coding"	"CFAP43"	"GPL570"
"237959_at"	0.495	0.278	-1.0944729	-5.9836345	-0.0501	"237959_at"	"CNOT10"	"ENSG00000182973|ENST00000471003|ENST00000481526|ENST00000479397"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|retained_intron|retained_intron"	"CNOT10|CNOT10-211|CNOT10-215|CNOT10-214"	"GPL570"
"1554965_at"	0.497	0.279	-1.09159028	-5.9867146	-0.0565	"1554965_at"	"FILIP1L"	"ENST00000476723|ENSG00000168386"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"FILIP1L-207|FILIP1L"	"GPL570"
"1557532_at"	0.496	0.279	1.09271205	-5.9855169	0.0578	"1557532_at"	"AC010323.1"	"ENSG00000167774"	"gene"	"protein_coding"	"AC010323.1"	"GPL570"
"229012_at"	0.496	0.279	-1.09282871	-5.9853923	-0.0564	"229012_at"	"C9orf24"	"ENST00000481295|ENSG00000164972"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"C9orf24-207|C9orf24"	"GPL570"
"1555676_s_at"	0.496	0.279	-1.09260273	-5.9856337	-0.0505	"1555676_s_at"	"GSX1"	"ENSG00000169840"	"gene"	"protein_coding"	"GSX1"	"GPL570"
"210887_s_at"	0.496	0.279	-1.09229988	-5.9859571	-0.0501	"210887_s_at"	"EVC"	"ENSG00000072840"	"gene"	"protein_coding"	"EVC"	"GPL570"
"1556711_at"	0.496	0.279	1.09306461	-5.9851402	0.0429	"1556711_at"	"FAM216B"	"ENSG00000179813"	"gene"	"protein_coding"	"FAM216B"	"GPL570"
"207859_s_at"	0.497	0.279	-1.09185069	-5.9864367	-0.0643	"207859_s_at"	"CHRNB3"	"ENSG00000147432"	"gene"	"protein_coding"	"CHRNB3"	"GPL570"
"204345_at"	0.497	0.279	-1.09158939	-5.9867156	-0.068	"204345_at"	"COL16A1"	"ENSG00000084636"	"gene"	"protein_coding"	"COL16A1"	"GPL570"
"233299_at"	0.496	0.279	-1.09271247	-5.9855165	-0.0608	"233299_at"	"RIMS4"	"ENSG00000101098"	"gene"	"protein_coding"	"RIMS4"	"GPL570"
"243302_at"	0.496	0.279	1.09207817	-5.9861938	0.051	"243302_at"	"AL359715.3"	"ENSG00000272129|ENST00000606629"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL359715.3|AL359715.3-201"	"GPL570"
"215486_at"	0.496	0.279	-1.09287103	-5.9853471	-0.0502	"215486_at"	"PRPS1L1"	"ENSG00000229937"	"gene"	"protein_coding"	"PRPS1L1"	"GPL570"
"243907_at"	0.497	0.279	-1.09100227	-5.987342	-0.0445	"243907_at"	"GREB1L"	"ENSG00000141449"	"gene"	"protein_coding"	"GREB1L"	"GPL570"
"244280_at"	0.497	0.279	1.09153053	-5.9867784	0.065	"244280_at"	"LINC01013"	"ENST00000436112|ENSG00000228495|ENST00000662166|ENST00000669461|ENST00000662967|ENST00000661280|ENST00000664113|ENST00000658894|ENST00000669240|ENST00000655558|ENST00000653266|ENST00000660058|ENST00000656169|ENST00000443303"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC01013-202|LINC01013|LINC01013-220|LINC01013-232|LINC01013-221|LINC01013-219|LINC01013-224|LINC01013-214|LINC01013-231|LINC01013-209|LINC01013-206|LINC01013-215|LINC01013-211|LINC01013-203"	"GPL570"
"240336_at"	0.497	0.279	-1.09149925	-5.9868118	-0.177	"240336_at"	"HBM"	"ENST00000496585|ENSG00000206177|ENST00000472539"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript"	"HBM-203|HBM|HBM-202"	"GPL570"
"205054_at"	0.497	0.279	-1.09157609	-5.9867298	-0.0811	"205054_at"	"NEB"	"ENSG00000183091"	"gene"	"protein_coding"	"NEB"	"GPL570"
"1558387_at"	0.496	0.279	-1.09292231	-5.9852923	-0.035	"1558387_at"	"NKAIN3"	"ENSG00000185942|ENST00000674873"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"NKAIN3|NKAIN3-209"	"GPL570"
